"No.","Time","Source","Destination","Protocol","Length","Info"
"1122","28.943687716","142.251.43.170","172.17.61.200","TLSv1.2","273","Application Data"
"1123","28.945447587","172.17.61.200","142.251.43.170","TLSv1.2","101","Application Data"
"1124","28.945892405","172.17.61.200","142.251.43.170","TLSv1.2","101","Application Data"
"1125","28.946706826","142.251.43.170","172.17.61.200","TCP","66","443  >  33754 [ACK] Seq=948 Ack=176 Win=4684 Len=0 TSval=4182234893 TSecr=827087946"
"1126","28.946981607","142.251.43.170","172.17.61.200","TCP","66","443  >  33754 [ACK] Seq=948 Ack=211 Win=4684 Len=0 TSval=4182234893 TSecr=827087946"
"1127","29.154079263","fe80::905a:34ff:feac:42ae","ff02::fb","MDNS","139","Standard query 0x0004 PTR _googlecast._tcp.local, ""QM"" question PTR _CC1AD845._sub._googlecast._tcp.local, ""QM"" question PTR _CC32E753._sub._googlecast._tcp.local, ""QM"" question"
"1128","29.154943195","172.17.61.223","224.0.0.251","MDNS","119","Standard query 0x0004 PTR _googlecast._tcp.local, ""QM"" question PTR _CC1AD845._sub._googlecast._tcp.local, ""QM"" question PTR _CC32E753._sub._googlecast._tcp.local, ""QM"" question"
"1129","29.160938666","172.17.60.161","239.255.255.250","SSDP","212","M-SEARCH * HTTP/1.1 "
"1130","29.161554254","IETF-VRRP-VRID_02","Intel_30:32:07","ARP","56","Who has 172.17.61.234? Tell 172.17.60.1"
"1131","29.163952160","172.17.61.149","239.255.255.250","SSDP","218","M-SEARCH * HTTP/1.1 "
"1132","29.165742371","fe80::1c8a:257:1e55:1f58","ff02::fb","MDNS","312","Standard query response 0x0000 TXT, cache flush PTR _asquic._udp.local PTR EA8BA50D-4F00-4DFD-9793-655BFC400B82._asquic._udp.local SRV, cache flush 0 0 56082 Arhams-MacBook-Air.local AAAA, cache flush fe80::1c8a:257:1e55:1f58 A, cache flush 172.17.61.212 NSEC, cache flush Arhams-MacBook-Air.local NSEC, cache flush EA8BA50D-4F00-4DFD-9793-655BFC400B82._asquic._udp.local"
"1133","29.167146518","172.17.61.212","224.0.0.251","MDNS","292","Standard query response 0x0000 TXT, cache flush PTR _asquic._udp.local PTR EA8BA50D-4F00-4DFD-9793-655BFC400B82._asquic._udp.local SRV, cache flush 0 0 56082 Arhams-MacBook-Air.local AAAA, cache flush fe80::1c8a:257:1e55:1f58 A, cache flush 172.17.61.212 NSEC, cache flush Arhams-MacBook-Air.local NSEC, cache flush EA8BA50D-4F00-4DFD-9793-655BFC400B82._asquic._udp.local"
"1134","29.259850663","172.17.60.49","239.255.255.250","SSDP","143","M-SEARCH * HTTP/1.1 "
"1135","29.268137366","172.17.61.149","239.255.255.250","SSDP","212","M-SEARCH * HTTP/1.1 "
"1136","29.304887991","IETF-VRRP-VRID_02","Intel_30:32:07","ARP","56","Who has 172.17.60.235? Tell 172.17.60.1"
"1137","29.314295529","172.17.61.200","104.16.10.34","TCP","66","[TCP Dup ACK 18#28] 47466  >  443 [ACK] Seq=1 Ack=1 Win=61 Len=0 TSval=3486652015 TSecr=1867245862"
"1138","29.318406679","104.16.10.34","172.17.61.200","TCP","66","[TCP Dup ACK 19#28] 443  >  47466 [ACK] Seq=1 Ack=2 Win=295 Len=0 TSval=1867246885 TSecr=3486572934"
"1139","29.557853428","172.17.60.2","224.0.0.18","VRRP","60","Announcement (v2)"
"1140","29.762557390","fe80::640a:e1ff:fee3:fd7e","ff02::fb","MDNS","139","Standard query 0x0025 PTR _googlecast._tcp.local, ""QM"" question PTR _674A0243._sub._googlecast._tcp.local, ""QM"" question PTR _8E6C866D._sub._googlecast._tcp.local, ""QM"" question"
"1141","29.763222712","172.17.60.57","224.0.0.251","MDNS","119","Standard query 0x0025 PTR _googlecast._tcp.local, ""QM"" question PTR _674A0243._sub._googlecast._tcp.local, ""QM"" question PTR _8E6C866D._sub._googlecast._tcp.local, ""QM"" question"
"1142","29.815706331","IETF-VRRP-VRID_02","Intel_30:32:07","ARP","56","Who has 172.17.61.8? Tell 172.17.60.1"
"1143","29.878035410","172.17.60.190","172.17.61.255","UDP","86","57621  >  57621 Len=44"
"1144","29.898172267","IETF-VRRP-VRID_02","Intel_30:32:07","ARP","56","Who has 172.17.61.234? Tell 172.17.60.1"
"1145","29.901501228","86:ff:a6:c5:29:3a","Intel_30:32:07","LLC","137","S P, func=RNR, N(R)=64; DSAP NULL LSAP Individual, SSAP NULL LSAP Command"
"1146","29.926041821","86:ff:a6:c5:29:3a","Intel_30:32:07","LLC","137","S P, func=RNR, N(R)=64; DSAP NULL LSAP Individual, SSAP NULL LSAP Command"
"1147","30.070795862","fe80::6846:85ff:fe99:39ac","ff02::fb","MDNS","139","Standard query 0x0013 PTR _googlecast._tcp.local, ""QM"" question PTR _2DB7CC49._sub._googlecast._tcp.local, ""QM"" question PTR _CC32E753._sub._googlecast._tcp.local, ""QM"" question"
"1148","30.071730903","172.17.60.125","224.0.0.251","MDNS","119","Standard query 0x0013 PTR _googlecast._tcp.local, ""QM"" question PTR _2DB7CC49._sub._googlecast._tcp.local, ""QM"" question PTR _CC32E753._sub._googlecast._tcp.local, ""QM"" question"
"1149","30.098230576","IETF-VRRP-VRID_02","Intel_30:32:07","ARP","56","Who has 172.17.60.235? Tell 172.17.60.1"
"1150","30.129641950","172.17.60.47","224.0.0.251","MDNS","270","Standard query 0x0000 PTR lb._dns-sd._udp.local, ""QM"" question PTR _airport._tcp.local, ""QM"" question PTR _uscan._tcp.local, ""QM"" question PTR _pdl-datastream._tcp.local, ""QM"" question PTR _ptp._tcp.local, ""QM"" question PTR _ipp._tcp.local, ""QM"" question PTR _scanner._tcp.local, ""QM"" question PTR _printer._tcp.local, ""QM"" question PTR _ipps._tcp.local, ""QM"" question PTR _ippusb._tcp.local, ""QM"" question PTR _uscans._tcp.local, ""QM"" question PTR _afpovertcp._tcp.local, ""QM"" question PTR _smb._tcp.local, ""QM"" question PTR _adisk._tcp.local, ""QM"" question"
"1151","30.148988367","fe80::18b9:be3b:d3ae:50f7","ff02::16","ICMPv6","110","Multicast Listener Report Message v2"
"1152","30.151862944","0.0.0.0","255.255.255.255","DHCP","342","DHCP Request  - Transaction ID 0x71b460cf"
"1153","30.152172370","::","ff02::1:ffae:50f7","ICMPv6","86","Neighbor Solicitation for fe80::18b9:be3b:d3ae:50f7"
"1154","30.153575404","fe80::18b9:be3b:d3ae:50f7","ff02::2","ICMPv6","62","Router Solicitation"
"1155","30.171436248","172.17.60.161","239.255.255.250","SSDP","212","M-SEARCH * HTTP/1.1 "
"1156","30.201924183","172.17.61.138","224.0.0.251","MDNS","119","Standard query 0x0028 PTR _googlecast._tcp.local, ""QM"" question PTR _CC1AD845._sub._googlecast._tcp.local, ""QM"" question PTR _CC32E753._sub._googlecast._tcp.local, ""QM"" question"
"1157","30.203661936","fe80::94e4:77ff:feec:4ac9","ff02::fb","MDNS","139","Standard query 0x0028 PTR _googlecast._tcp.local, ""QM"" question PTR _CC1AD845._sub._googlecast._tcp.local, ""QM"" question PTR _CC32E753._sub._googlecast._tcp.local, ""QM"" question"
"1158","30.339295106","172.17.61.200","104.16.10.34","TCP","66","[TCP Dup ACK 18#29] 47466  >  443 [ACK] Seq=1 Ack=1 Win=61 Len=0 TSval=3486653040 TSecr=1867246885"
"1159","30.343259290","104.16.10.34","172.17.61.200","TCP","66","[TCP Dup ACK 19#29] 443  >  47466 [ACK] Seq=1 Ack=2 Win=295 Len=0 TSval=1867247911 TSecr=3486572934"
"1160","30.439219033","IETF-VRRP-VRID_02","Intel_30:32:07","ARP","56","Who has 172.17.61.98? Tell 172.17.60.1"
"1161","30.440721245","IETF-VRRP-VRID_02","Intel_30:32:07","ARP","56","Who has 172.17.61.96? Tell 172.17.60.1"
"1162","30.460951509","172.17.60.2","224.0.0.18","VRRP","60","Announcement (v2)"
"1163","30.461266800","86:ff:a6:c5:29:3a","Intel_30:32:07","ARP","56","ARP Announcement for 172.17.61.114"
"1164","30.517177412","142.250.193.46","172.17.61.200","TLSv1.2","303","Application Data"
"1165","30.517253149","172.17.61.200","142.250.193.46","TCP","66","39172  >  443 [ACK] Seq=71 Ack=983 Win=130 Len=0 TSval=2762999887 TSecr=3065802934"
"1166","30.517837386","172.17.61.200","142.250.193.46","TLSv1.2","101","Application Data"
"1167","30.518249023","172.17.61.200","142.250.193.46","TLSv1.2","101","Application Data"
"1168","30.519904052","142.250.193.46","172.17.61.200","TCP","66","443  >  39172 [ACK] Seq=983 Ack=106 Win=3258 Len=0 TSval=3065802936 TSecr=2762999888"
"1169","30.519904317","142.250.193.46","172.17.61.200","TCP","66","443  >  39172 [ACK] Seq=983 Ack=141 Win=3258 Len=0 TSval=3065802937 TSecr=2762999888"
"1170","30.574560101","172.17.60.158","239.255.255.250","SSDP","212","M-SEARCH * HTTP/1.1 "
"1171","30.614611630","86:ff:a6:c5:29:3a","Intel_30:32:07","ARP","56","Who has 172.17.61.246? Tell 172.17.61.114"
"1172","30.615406969","86:ff:a6:c5:29:3a","Intel_30:32:07","ARP","56","Who has 172.17.61.106? Tell 172.17.61.114"
"1173","30.615407243","86:ff:a6:c5:29:3a","Intel_30:32:07","ARP","56","Who has 172.17.61.24? Tell 172.17.61.114"
"1174","30.615882116","86:ff:a6:c5:29:3a","Intel_30:32:07","ARP","56","Who has 172.17.60.60? Tell 172.17.61.114"
"1175","30.616464051","86:ff:a6:c5:29:3a","Intel_30:32:07","ARP","56","Who has 172.17.60.129? Tell 172.17.61.114"
"1176","30.617206994","86:ff:a6:c5:29:3a","Intel_30:32:07","ARP","56","Who has 172.17.60.194? Tell 172.17.61.114"
"1177","30.617207388","86:ff:a6:c5:29:3a","Intel_30:32:07","ARP","56","Who has 172.17.60.68? Tell 172.17.61.114"
"1178","30.617207520","86:ff:a6:c5:29:3a","Intel_30:32:07","ARP","56","Who has 172.17.61.212? Tell 172.17.61.114"
"1179","30.618705462","86:ff:a6:c5:29:3a","Intel_30:32:07","ARP","56","Who has 172.17.61.23? Tell 172.17.61.114"
"1180","30.619172463","86:ff:a6:c5:29:3a","Intel_30:32:07","ARP","56","Who has 172.17.60.41? Tell 172.17.61.114"
"1181","30.619936754","86:ff:a6:c5:29:3a","Intel_30:32:07","ARP","56","Who has 172.17.60.151? Tell 172.17.61.114"
"1182","30.619937702","86:ff:a6:c5:29:3a","Intel_30:32:07","ARP","56","Who has 172.17.61.226? Tell 172.17.61.114"
"1183","30.619937788","86:ff:a6:c5:29:3a","Intel_30:32:07","ARP","56","Who has 172.17.61.149? Tell 172.17.61.114"
"1184","30.619937877","86:ff:a6:c5:29:3a","Intel_30:32:07","ARP","56","Who has 172.17.60.24? Tell 172.17.61.114"
"1185","30.619937962","86:ff:a6:c5:29:3a","Intel_30:32:07","ARP","56","Who has 172.17.60.47? Tell 172.17.61.114"
"1186","30.620218926","86:ff:a6:c5:29:3a","Intel_30:32:07","ARP","56","Who has 172.17.61.135? Tell 172.17.61.114"
"1187","30.620219341","86:ff:a6:c5:29:3a","Intel_30:32:07","ARP","56","Who has 172.17.60.22? Tell 172.17.61.114"
"1188","30.620920645","172.17.61.114","224.0.0.251","MDNS","122","Standard query 0x0000 PTR _companion-link._tcp.local, ""QU"" question PTR _rdlink._tcp.local, ""QU"" question PTR lb._dns-sd._udp.local, ""QU"" question"
"1189","30.621784279","fe80::18b9:be3b:d3ae:50f7","ff02::fb","MDNS","142","Standard query 0x0000 PTR _companion-link._tcp.local, ""QU"" question PTR _rdlink._tcp.local, ""QU"" question PTR lb._dns-sd._udp.local, ""QU"" question"
"1190","30.622287792","86:ff:a6:c5:29:3a","Intel_30:32:07","ARP","56","Who has 172.17.60.1? Tell 172.17.61.114"
"1191","30.634535748","172.17.61.200","35.186.224.22","TLSv1.2","151","Application Data"
"1192","30.634719577","172.17.61.200","35.186.224.22","TLSv1.2","1599","Application Data, Application Data"
"1193","30.635869281","35.186.224.22","172.17.61.200","TCP","66","443  >  46842 [ACK] Seq=1 Ack=86 Win=3010 Len=0 TSval=419871738 TSecr=1588721425"
"1194","30.637230570","35.186.224.22","172.17.61.200","TCP","66","443  >  46842 [ACK] Seq=1 Ack=1534 Win=3032 Len=0 TSval=419871738 TSecr=1588721425"
"1195","30.637230931","35.186.224.22","172.17.61.200","TCP","66","443  >  46842 [ACK] Seq=1 Ack=1619 Win=3032 Len=0 TSval=419871738 TSecr=1588721425"
"1196","30.660031141","35.186.224.22","172.17.61.200","TLSv1.2","105","Application Data"
"1197","30.698483875","IETF-VRRP-VRID_02","Intel_30:32:07","ARP","56","Who has 172.17.61.234? Tell 172.17.60.1"
"1198","30.700310906","172.17.61.200","35.186.224.22","TCP","66","46842  >  443 [ACK] Seq=1619 Ack=40 Win=55 Len=0 TSval=1588721491 TSecr=419871761"
"1199","30.758957289","86:ff:a6:c5:29:3a","Intel_30:32:07","ARP","56","Who has 172.17.60.1? Tell 172.17.61.114"
"1200","30.781840077","fe80::2e7:d637:2c81:ad84","ff02::fb","MDNS","107","Standard query 0x0000 PTR _spotify-connect._tcp.local, ""QM"" question"
"1201","30.786451459","172.17.60.21","224.0.0.251","MDNS","87","Standard query 0x0000 PTR _spotify-connect._tcp.local, ""QM"" question"
"1202","30.808359610","35.186.224.22","172.17.61.200","TLSv1.2","178","Application Data, Application Data"
"1203","30.808360189","35.186.224.22","172.17.61.200","TLSv1.2","105","Application Data"
"1204","30.808427683","172.17.61.200","35.186.224.22","TCP","66","46842  >  443 [ACK] Seq=1619 Ack=152 Win=55 Len=0 TSval=1588721599 TSecr=419871910"
"1205","30.808457579","172.17.61.200","35.186.224.22","TCP","66","46842  >  443 [ACK] Seq=1619 Ack=191 Win=55 Len=0 TSval=1588721599 TSecr=419871910"
"1206","30.809168917","172.17.61.200","35.186.224.22","TLSv1.2","105","Application Data"
"1207","30.812102227","172.17.61.200","35.186.224.22","TLSv1.2","101","Application Data"
"1208","30.814272942","35.186.224.22","172.17.61.200","TCP","66","443  >  46842 [ACK] Seq=191 Ack=1693 Win=3032 Len=0 TSval=419871916 TSecr=1588721599"
"1209","30.909812495","172.17.61.114","224.0.0.251","MDNS","431","Standard query 0x0000 PTR _companion-link._tcp.local, ""QM"" question PTR Prathamâ\200\231s MacBook Air._companion-link._tcp.local PTR iPad (7)._companion-link._tcp.local PTR Gauthamâ\200\231s MacBook Air._companion-link._tcp.local PTR iPad (5)._companion-link._tcp.local PTR Bhuvanâ\200\231s MacBook Pro._companion-link._tcp.local PTR Arnabhaâ\200\231s MacBook Air._companion-link._tcp.local PTR Shantnuâ\200\231s MacBook Air._companion-link._tcp.local PTR Namanâ\200\231s MacBook Air._companion-link._tcp.local PTR Shivanshâ\200\231s MacBook Air._companion-link._tcp.local PTR Nehaâ\200\231s MacBook Air._companion-link._tcp.local"
"1210","30.910126664","fe80::18b9:be3b:d3ae:50f7","ff02::fb","MDNS","451","Standard query 0x0000 PTR _companion-link._tcp.local, ""QM"" question PTR Prathamâ\200\231s MacBook Air._companion-link._tcp.local PTR iPad (7)._companion-link._tcp.local PTR Gauthamâ\200\231s MacBook Air._companion-link._tcp.local PTR iPad (5)._companion-link._tcp.local PTR Bhuvanâ\200\231s MacBook Pro._companion-link._tcp.local PTR Arnabhaâ\200\231s MacBook Air._companion-link._tcp.local PTR Shantnuâ\200\231s MacBook Air._companion-link._tcp.local PTR Namanâ\200\231s MacBook Air._companion-link._tcp.local PTR Shivanshâ\200\231s MacBook Air._companion-link._tcp.local PTR Nehaâ\200\231s MacBook Air._companion-link._tcp.local"
"1211","30.913667796","e6:76:1e:59:9b:0f","Intel_30:32:07","ARP","56","Who has 169.254.213.231? Tell 172.17.61.226"
"1212","30.916979072","Apple_f1:22:6b","Intel_30:32:07","ARP","56","Who has 169.254.213.231? Tell 172.17.60.194"
"1213","30.916979988","e6:26:0a:5a:00:2b","Intel_30:32:07","ARP","56","Who has 169.254.213.231? Tell 172.17.60.222"
"1214","30.919877521","172.17.60.151","239.255.255.250","SSDP","213","M-SEARCH * HTTP/1.1 "
"1215","30.921480303","1a:e1:9d:b6:43:53","Intel_30:32:07","ARP","56","Who has 169.254.213.231? Tell 172.17.60.41"
"1216","30.939603938","fe80::101e:aea7:4664:2de7","ff02::1:ff4e:9e80","ICMPv6","86","Neighbor Solicitation for fe80::c41:48fa:724e:9e80 from ba:ae:b3:ae:f5:bc"
"1217","30.952029116","1e:63:b3:b6:fe:e0","Intel_30:32:07","ARP","56","Who has 169.254.213.231? Tell 172.17.61.246"
"1218","30.967300429","172.17.60.90","224.0.0.251","MDNS","107","Standard query response 0x0000 PTR I0s3NE_8n14AAA._FC9F5ED42C8A._tcp.local"
"1219","30.970106953","fe80::2038:ebff:fe69:d613","ff02::fb","MDNS","127","Standard query response 0x0000 PTR I0s3NE_8n14AAA._FC9F5ED42C8A._tcp.local"
"1220","30.974319232","172.17.61.24","224.0.0.251","MDNS","427","Standard query response 0x0000 PTR Joshuaâ\200\231s MacBook Air._companion-link._tcp.local TXT TXT, cache flush AAAA, cache flush fe80::b7:1e47:f064:5c6e A, cache flush 172.17.61.24 SRV, cache flush 0 0 51190 Joshuas-MacBook-Air.local NSEC, cache flush Joshuaâ\200\231s MacBook Air._companion-link._tcp.local NSEC, cache flush Joshuas-MacBook-Air.local"
"1221","30.975083011","fe80::b7:1e47:f064:5c6e","ff02::fb","MDNS","447","Standard query response 0x0000 PTR Joshuaâ\200\231s MacBook Air._companion-link._tcp.local TXT TXT, cache flush AAAA, cache flush fe80::b7:1e47:f064:5c6e A, cache flush 172.17.61.24 SRV, cache flush 0 0 51190 Joshuas-MacBook-Air.local NSEC, cache flush Joshuaâ\200\231s MacBook Air._companion-link._tcp.local NSEC, cache flush Joshuas-MacBook-Air.local"
"1222","30.977088419","62:87:08:a3:ea:b0","Intel_30:32:07","ARP","56","Who has 169.254.213.231? Tell 172.17.60.129"
"1223","30.980643528","fe80::c94:a8ee:5bb4:5ade","ff02::fb","MDNS","453","Standard query response 0x0000 PTR saankhyaâ\200\231s MacBook Air._companion-link._tcp.local TXT TXT, cache flush SRV, cache flush 0 0 49690 saankhyas-MacBook-Air.local AAAA, cache flush fe80::c94:a8ee:5bb4:5ade A, cache flush 172.17.61.226 NSEC, cache flush saankhyaâ\200\231s MacBook Air._companion-link._tcp.local NSEC, cache flush saankhyas-MacBook-Air.local"
"1224","30.980833095","172.17.61.226","224.0.0.251","MDNS","433","Standard query response 0x0000 PTR saankhyaâ\200\231s MacBook Air._companion-link._tcp.local TXT TXT, cache flush SRV, cache flush 0 0 49690 saankhyas-MacBook-Air.local AAAA, cache flush fe80::c94:a8ee:5bb4:5ade A, cache flush 172.17.61.226 NSEC, cache flush saankhyaâ\200\231s MacBook Air._companion-link._tcp.local NSEC, cache flush saankhyas-MacBook-Air.local"
"1225","30.984801095","fe80::8cd:b67e:982d:b108","ff02::fb","MDNS","424","Standard query response 0x0000 PTR iPad (3)._companion-link._tcp.local TXT TXT, cache flush SRV, cache flush 0 0 52325 iPad-3.local AAAA, cache flush fe80::8cd:b67e:982d:b108 A, cache flush 172.17.60.22 NSEC, cache flush iPad (3)._companion-link._tcp.local NSEC, cache flush iPad-3.local"
"1226","30.985129860","172.17.60.22","224.0.0.251","MDNS","404","Standard query response 0x0000 PTR iPad (3)._companion-link._tcp.local TXT TXT, cache flush SRV, cache flush 0 0 52325 iPad-3.local AAAA, cache flush fe80::8cd:b67e:982d:b108 A, cache flush 172.17.60.22 NSEC, cache flush iPad (3)._companion-link._tcp.local NSEC, cache flush iPad-3.local"
"1227","30.997860444","IETF-VRRP-VRID_02","Intel_30:32:07","ARP","56","Who has 172.17.61.98? Tell 172.17.60.1"
"1228","31.034343502","172.17.60.90","224.0.0.2","IGMPv2","56","Leave Group 239.255.255.250"
"1229","31.052252813","172.17.60.151","224.0.0.251","MDNS","473","Standard query response 0x0000 PTR Adityaâ\200\231s MacBook Air (3)._companion-link._tcp.local TXT TXT, cache flush SRV, cache flush 0 0 58743 Adityas-MacBook-Air-3.local AAAA, cache flush fe80::14e0:efa5:8f56:62a1 A, cache flush 172.17.60.151 NSEC, cache flush Adityaâ\200\231s MacBook Air (3)._companion-link._tcp.local NSEC, cache flush Adityas-MacBook-Air-3.local"
"1230","31.052698744","fe80::14e0:efa5:8f56:62a1","ff02::fb","MDNS","493","Standard query response 0x0000 PTR Adityaâ\200\231s MacBook Air (3)._companion-link._tcp.local TXT TXT, cache flush SRV, cache flush 0 0 58743 Adityas-MacBook-Air-3.local AAAA, cache flush fe80::14e0:efa5:8f56:62a1 A, cache flush 172.17.60.151 NSEC, cache flush Adityaâ\200\231s MacBook Air (3)._companion-link._tcp.local NSEC, cache flush Adityas-MacBook-Air-3.local"
"1231","31.131429142","172.17.60.194","224.0.0.251","MDNS","410","Standard query response 0x0000 TXT PTR Aadidevâ\200\231s iMac._companion-link._tcp.local TXT, cache flush SRV, cache flush 0 0 53584 Aadidevs-iMac.local AAAA, cache flush fe80::1c6e:36de:3be:fe93 A, cache flush 172.17.60.194 NSEC, cache flush Aadidevâ\200\231s iMac._companion-link._tcp.local NSEC, cache flush Aadidevs-iMac.local"
"1232","31.134612585","fe80::1c6e:36de:3be:fe93","ff02::fb","MDNS","430","Standard query response 0x0000 TXT PTR Aadidevâ\200\231s iMac._companion-link._tcp.local TXT, cache flush SRV, cache flush 0 0 53584 Aadidevs-iMac.local AAAA, cache flush fe80::1c6e:36de:3be:fe93 A, cache flush 172.17.60.194 NSEC, cache flush Aadidevâ\200\231s iMac._companion-link._tcp.local NSEC, cache flush Aadidevs-iMac.local"
"1233","31.169397006","172.17.60.161","239.255.255.250","SSDP","212","M-SEARCH * HTTP/1.1 "
"1234","31.201447544","172.17.61.200","57.144.151.32","TLSv1.2","136","Application Data"
"1235","31.210849959","57.144.151.32","172.17.61.200","TCP","66","443  >  46126 [ACK] Seq=1050 Ack=2619 Win=4821 Len=0 TSval=3716213295 TSecr=1538976027"
"1236","31.210914022","172.17.61.138","224.0.0.251","MDNS","119","Standard query 0x0029 PTR _googlecast._tcp.local, ""QM"" question PTR _CC1AD845._sub._googlecast._tcp.local, ""QM"" question PTR _CC32E753._sub._googlecast._tcp.local, ""QM"" question"
"1237","31.217364595","fe80::94e4:77ff:feec:4ac9","ff02::fb","MDNS","139","Standard query 0x0029 PTR _googlecast._tcp.local, ""QM"" question PTR _CC1AD845._sub._googlecast._tcp.local, ""QM"" question PTR _CC32E753._sub._googlecast._tcp.local, ""QM"" question"
"1238","31.257275245","fe80::101e:aea7:4664:2de7","ff02::1:ff4e:9e80","ICMPv6","86","Neighbor Solicitation for fe80::c41:48fa:724e:9e80 from ba:ae:b3:ae:f5:bc"
"1239","31.272105626","172.17.60.129","224.0.0.251","MDNS","87","Standard query 0x0000 PTR _spotify-connect._tcp.local, ""QM"" question"
"1240","31.273176480","fe80::1496:27f0:b3c4:b77f","ff02::fb","MDNS","107","Standard query 0x0000 PTR _spotify-connect._tcp.local, ""QM"" question"
"1241","31.297456490","IETF-VRRP-VRID_02","Intel_30:32:07","ARP","56","Who has 172.17.61.96? Tell 172.17.60.1"
"1242","31.354711737","3.7.13.58","172.17.61.200","TLSv1.2","1126","Application Data"
"1243","31.354787448","172.17.61.200","3.7.13.58","TCP","66","60052  >  443 [ACK] Seq=313 Ack=1229 Win=44 Len=0 TSval=1764760820 TSecr=3744549355"
"1244","31.362333399","172.17.61.200","104.16.10.34","TCP","66","[TCP Dup ACK 18#30] 47466  >  443 [ACK] Seq=1 Ack=1 Win=61 Len=0 TSval=3486654063 TSecr=1867247911"
"1245","31.362381713","172.17.61.200","172.253.134.188","TCP","66","59414  >  5228 [ACK] Seq=1 Ack=1 Win=57 Len=0 TSval=1750583582 TSecr=159578055"
"1246","31.367610020","104.16.10.34","172.17.61.200","TCP","66","[TCP Dup ACK 19#30] 443  >  47466 [ACK] Seq=1 Ack=2 Win=295 Len=0 TSval=1867248933 TSecr=3486572934"
"1247","31.411004073","172.17.60.2","224.0.0.18","VRRP","60","Announcement (v2)"
"1248","31.417086094","172.17.60.21","239.255.255.250","SSDP","167","M-SEARCH * HTTP/1.1 "
"1249","31.452081828","172.253.134.188","172.17.61.200","TCP","66","[TCP ACKed unseen segment] 5228  >  59414 [ACK] Seq=1 Ack=2 Win=1043 Len=0 TSval=159626183 TSecr=1750490006"
"1250","31.458548884","0.0.0.0","255.255.255.255","DHCP","342","DHCP Request  - Transaction ID 0x71b460d0"
"1251","31.485715371","57.144.151.32","172.17.61.200","TLSv1.2","138","Application Data"
"1252","31.485797552","172.17.61.200","57.144.151.32","TCP","66","46126  >  443 [ACK] Seq=2619 Ack=1122 Win=50 Len=0 TSval=1538976311 TSecr=3716213572"
"1253","31.498620431","IETF-VRRP-VRID_02","Intel_30:32:07","ARP","56","Who has 172.17.61.234? Tell 172.17.60.1"
"1254","31.513743095","172.17.61.114","224.0.0.251","MDNS","100","Standard query 0x0000 PTR _rdlink._tcp.local, ""QM"" question PTR lb._dns-sd._udp.local, ""QM"" question"
"1255","31.514165002","fe80::18b9:be3b:d3ae:50f7","ff02::fb","MDNS","120","Standard query 0x0000 PTR _rdlink._tcp.local, ""QM"" question PTR lb._dns-sd._udp.local, ""QM"" question"
"1256","31.583192305","172.17.60.158","239.255.255.250","SSDP","212","M-SEARCH * HTTP/1.1 "
"1257","31.744705264","172.17.61.200","172.24.2.76","DNS","86","Standard query 0x8c6d HTTPS mail.google.com OPT"
"1258","31.745059327","172.17.61.200","172.24.2.76","DNS","86","Standard query 0x927e A mail.google.com OPT"
"1259","31.747051070","172.17.60.129","239.255.255.250","SSDP","167","M-SEARCH * HTTP/1.1 "
"1260","31.748781612","172.24.2.76","172.17.61.200","DNS","102","Standard query response 0x927e A mail.google.com A 142.250.182.229 OPT"
"1261","31.748789071","172.24.2.76","172.17.61.200","DNS","136","Standard query response 0x8c6d HTTPS mail.google.com SOA ns1.google.com OPT"
"1262","31.749881099","172.17.61.200","142.250.182.229","TCP","74","49786  >  443 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 SACK_PERM TSval=1904467180 TSecr=0 WS=1024"
"1263","31.752326389","142.250.182.229","172.17.61.200","TCP","74","443  >  49786 [SYN, ACK] Seq=0 Ack=1 Win=28960 Len=0 MSS=1460 SACK_PERM TSval=125196873 TSecr=1904467180 WS=128"
"1264","31.752436321","172.17.61.200","142.250.182.229","TCP","66","49786  >  443 [ACK] Seq=1 Ack=1 Win=64512 Len=0 TSval=1904467183 TSecr=125196873"
"1265","31.753543614","172.17.61.200","142.250.182.229","TLSv1.3","2278","Client Hello (SNI=mail.google.com)"
"1266","31.755458589","142.250.182.229","172.17.61.200","TCP","66","443  >  49786 [ACK] Seq=1 Ack=1449 Win=31872 Len=0 TSval=125196877 TSecr=1904467184"
"1267","31.755459132","142.250.182.229","172.17.61.200","TCP","66","443  >  49786 [ACK] Seq=1 Ack=2213 Win=34816 Len=0 TSval=125196877 TSecr=1904467184"
"1268","31.874398943","172.17.61.200","35.186.224.24","TCP","66","54532  >  443 [ACK] Seq=1 Ack=1 Win=52 Len=0 TSval=1756037887 TSecr=2542835460"
"1269","31.875316264","172.17.61.200","35.186.224.24","TCP","66","44490  >  443 [ACK] Seq=1 Ack=1 Win=39 Len=0 TSval=1756037888 TSecr=2542835227"
"1270","31.877725176","35.186.224.24","172.17.61.200","TCP","66","[TCP ACKed unseen segment] 443  >  44490 [ACK] Seq=1 Ack=2 Win=611 Len=0 TSval=2542880527 TSecr=1755992587"
"1271","31.877732036","35.186.224.24","172.17.61.200","TCP","66","[TCP ACKed unseen segment] 443  >  54532 [ACK] Seq=1 Ack=2 Win=317 Len=0 TSval=2542880527 TSecr=1755992817"
"1272","31.897519818","IETF-VRRP-VRID_02","Intel_30:32:07","ARP","56","Who has 172.17.61.98? Tell 172.17.60.1"
